Time,RSSI
0:01,0
0:02,0
0:03,0
0:04,0
0:05,0
0:06,0
0:07,0
0:08,0
0:09,0
0:10,0
0:11,0
0:12,0
0:13,0
0:14,0
0:15,0
0:16,0
0:17,0
0:18,-94
0:19,-90
0:20,-88
0:21,-91
0:22,-91
0:23,-91
0:24,-98
0:25,-92
0:26,-91
0:27,-95
0:28,-99
0:29,-97
0:30,-93
0:31,-89
0:32,-95
0:33,-93
0:34,-93
0:35,-94
0:36,-89
0:37,-87
0:38,-97
0:39,-98
0:40,-93
0:41,-95
0:42,-94
0:43,-95
0:44,-94
0:45,-99
0:46,-84
0:47,-81
0:48,-78
0:49,-75
0:50,-72
0:51,-69
0:52,-66
0:53,-66
0:54,-66
0:55,-66
0:56,-66
0:57,-66
0:58,-66
0:59,-66
1:00,-66
1:01,-66
1:02,-66
1:03,-68
1:04,-69
1:05,-69
1:06,-72
1:07,-78
1:08,-80
1:09,-80
1:10,-82
1:11,-80
1:12,-83
1:13,-86
1:14,-93
1:15,-88
1:16,-95
1:17,-89
1:18,-89
1:19,-83
1:20,-91
1:21,-90
1:22,-91
1:23,-89
1:24,-94
1:25,-88
1:26,-89
1:27,-94
1:28,-96
1:29,-97
1:30,-96
1:31,-100
1:32,-100
1:33,-99
1:34,-101
1:35,-101
1:36,-101
1:37,0
1:38,0
1:39,0
1:40,0
1:41,0
1:42,0
1:43,0
1:44,0
1:45,0
1:46,0
1:47,0
1:48,0
1:49,0
1:50,0
1:51,0
1:52,0
1:53,0
1:54,0
1:55,0
1:56,0
1:57,0
1:58,0
1:59,0
2:00,0
2:01,0
2:02,0
2:03,0
2:04,0
2:05,0
2:06,0
2:07,0
2:08,0
2:09,0
2:10,0
2:11,0
2:12,0
2:13,0
2:14,0
2:15,0
2:16,0
2:17,0
2:18,0
2:19,0
2:20,0
2:21,0
2:22,0
2:23,0
2:24,0
2:25,0
2:26,0
2:27,0
2:28,0
2:29,0
2:30,0
2:31,0
2:32,0
2:33,0
2:34,0
2:35,0
2:36,0
2:37,0
2:38,0
2:39,0
2:40,0
2:41,0
2:42,0
2:43,0
2:44,0
2:45,0
2:46,0
2:47,0
2:48,0
2:49,0
2:50,0
2:51,0
2:52,0
2:53,0
2:54,0
2:55,0
2:56,0
2:57,0
2:58,0
2:59,0
3:00,0
3:01,0
3:02,0
3:03,0
3:04,0
3:05,0
3:06,0
3:07,0
3:08,0
3:09,0
3:10,0
3:11,0
3:12,0
3:13,0
3:14,0
3:15,0
3:16,0
3:17,0
3:18,0
3:19,0
3:20,0
3:21,0
3:22,0
3:23,0
3:24,0
3:25,0
3:26,0
3:27,0
3:28,0
3:29,0
3:30,0
3:31,0
3:32,0
3:33,0
3:34,0
3:35,0
3:36,0
3:37,0
3:38,0
3:39,0
3:40,0
3:41,0
3:42,0
3:43,0
3:44,0
3:45,0
3:46,0
3:47,0
3:48,0
3:49,0
3:50,0
3:51,0
3:52,0
3:53,0
3:54,0
3:55,0
3:56,0
3:57,-94
3:58,-94
3:59,-94
4:00,-94
4:01,-93
4:02,-92
4:03,-94
4:04,-91
4:05,-91
4:06,-94
4:07,-97
4:08,-91
4:09,-94
4:10,0
4:11,0
4:12,0
4:13,0
4:14,0
4:15,0
4:16,0
4:17,0
4:18,0
4:19,0
4:20,0
4:21,0
4:22,0
4:23,0
4:24,0
4:25,0
4:26,0
4:27,0
4:28,0
4:29,0
4:30,0
4:31,0
4:32,0
4:33,0
4:34,0
4:35,0
4:36,0
4:37,0
4:38,0
4:39,0
4:40,0
4:41,0
4:42,0
4:43,0
4:44,0
4:45,0
4:46,0
4:47,0
4:48,0
4:49,0
4:50,0
4:51,0
4:52,0
4:53,0
4:54,0
4:55,0
4:56,0
4:57,0
4:58,0
4:59,0
5:00,0
5:01,0
5:02,0
5:03,0
5:04,0
5:05,0
5:06,0
5:07,0
5:08,0
5:09,0
5:10,0
5:11,0
5:12,0
5:13,0
5:14,0
5:15,0
5:16,0
5:17,0
5:18,0
5:19,0
5:20,0
5:21,0
5:22,0
5:23,0
5:24,0
5:25,0
5:26,0
5:27,0
5:28,0
5:29,0
5:30,0
